Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90,CrdR/90,CrdY/90,PrgR/90,PrgC/90,PrgP/90
Ângelo Borges,BRA,FW,Strasbourg,19.0,2004.0,21,11,1094,12.2,0.0,0.25,0.25,0.0,0.25,0.04,0.27,0.31,0.04,0.31,0.0,0.08,8.93,4.1,4.84
Neto Borges,BRA,DF,Clermont Foot,27.0,1996.0,25,25,2246,25.0,0.0,0.04,0.04,0.0,0.04,0.02,0.1,0.12,0.02,0.12,0.04,0.12,5.92,1.92,2.92
Ayyoub Bouaddi,FRA,MF,Lille,16.0,2007.0,9,1,131,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.67,2.0,1.33,0.67,8.0
Badredine Bouanani,ALG,FW,Nice,19.0,2004.0,7,1,161,1.8,0.0,0.0,0.0,0.0,0.0,0.12,0.26,0.37,0.12,0.37,0.0,0.0,13.33,5.56,1.11
Badredine Bouanani,ALG,MF,Lorient,19.0,2004.0,8,3,346,3.8,0.0,0.0,0.0,0.0,0.0,0.13,0.07,0.19,0.13,0.19,0.0,0.0,5.53,5.79,7.11
Hicham Boudaoui,ALG,MF,Nice,24.0,1999.0,26,16,1484,16.5,0.12,0.0,0.12,0.12,0.12,0.2,0.1,0.3,0.2,0.3,0.0,0.3,3.21,1.7,4.36
Benjamin Bourigeaud,FRA,MF,Rennes,30.0,1994.0,29,26,2197,24.4,0.33,0.25,0.57,0.08,0.33,0.35,0.26,0.61,0.16,0.42,0.0,0.04,4.63,1.02,6.6
Bilal Boutobba,FRA,FW,Clermont Foot,25.0,1998.0,26,10,919,10.2,0.1,0.1,0.2,0.1,0.2,0.19,0.17,0.36,0.19,0.36,0.0,0.1,8.33,3.73,4.12
Hugo Boutsingkham,FRA,MF,Nantes,21.0,2003.0,2,0,11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bilal Brahimi,ALG,FW,Nice,24.0,2000.0,2,0,11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.58,0.0,0.58,0.0,0.0,60.0,10.0,0.0
Bilal Brahimi,ALG,FW,Brest,24.0,2000.0,17,1,220,2.4,0.0,0.0,0.0,0.0,0.0,0.04,0.09,0.13,0.04,0.13,0.42,0.42,15.0,5.83,3.75
Lilian Brassier,FRA,DF,Brest,24.0,1999.0,27,27,2407,26.7,0.07,0.0,0.07,0.07,0.07,0.03,0.02,0.05,0.03,0.05,0.04,0.37,0.11,0.67,3.86
Maxime Busi,BEL,FW,Reims,24.0,1999.0,4,1,129,1.4,0.0,0.0,0.0,0.0,0.0,0.12,0.14,0.26,0.12,0.26,0.0,0.71,7.86,1.43,1.43
Marcin Bułka,POL,GK,Nice,24.0,1999.0,31,31,2790,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0
Rémy Cabella,FRA,FW,Lille,34.0,1990.0,27,14,1424,15.8,0.13,0.13,0.25,0.13,0.25,0.33,0.21,0.54,0.33,0.54,0.0,0.0,9.94,4.43,6.58
Duje Ćaleta-Car,CRO,DF,Lyon,27.0,1996.0,21,19,1723,19.1,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.08,0.03,0.08,0.05,0.1,0.05,0.26,2.88
Lamine Camara,SEN,MF,Metz,20.0,2004.0,28,23,2013,22.4,0.04,0.18,0.22,0.04,0.22,0.1,0.15,0.24,0.06,0.21,0.0,0.13,2.9,0.98,3.79
Mahdi Camara,FRA,MF,Brest,25.0,1998.0,29,23,1780,19.8,0.3,0.1,0.4,0.25,0.35,0.22,0.14,0.36,0.18,0.32,0.0,0.35,5.76,1.46,3.23
Mohamed Camara,MLI,MF,Monaco,24.0,2000.0,17,12,856,9.5,0.0,0.11,0.11,0.0,0.11,0.07,0.05,0.12,0.07,0.12,0.0,0.42,1.89,1.26,6.53
Axel Camblan,FRA,FW,Brest,20.0,2003.0,7,0,90,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.05,0.29,0.25,0.29,0.0,2.0,8.0,5.0,1.0
Fali Candé,GNB,DF,Metz,26.0,1998.0,23,18,1670,18.6,0.0,0.05,0.05,0.0,0.05,0.04,0.02,0.07,0.04,0.07,0.0,0.16,0.11,0.16,1.72
Gino Caoki,FRA,MF,Lorient,19.0,2004.0,1,0,7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
Maxence Caqueret,FRA,MF,Lyon,24.0,2000.0,31,31,2752,30.6,0.03,0.1,0.13,0.03,0.13,0.06,0.19,0.26,0.06,0.26,0.0,0.03,2.68,2.16,8.5
Igor Carioca,BRA,DF,Lorient,27.0,1996.0,5,2,262,2.9,0.0,0.0,0.0,0.0,0.0,0.01,0.09,0.1,0.01,0.1,0.0,0.69,5.52,2.07,2.76
Antonin Cartillier,FRA,DF,Monaco,19.0,2004.0,1,0,8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
Josué Casimir,FRA,FW,Le Havre,22.0,2001.0,27,22,1790,19.9,0.0,0.15,0.15,0.0,0.15,0.08,0.17,0.26,0.08,0.26,0.0,0.3,6.38,2.56,3.07
Cristian Cásseres Jr.,VEN,MF,Toulouse,24.0,2000.0,29,20,1686,18.7,0.05,0.11,0.16,0.05,0.16,0.06,0.08,0.14,0.06,0.14,0.0,0.05,2.25,0.75,4.06
Jean-Charles Castelletto,CMR,DF,Nantes,29.0,1995.0,27,27,2374,26.4,0.08,0.0,0.08,0.08,0.08,0.02,0.03,0.05,0.02,0.05,0.0,0.19,1.17,0.91,3.64
Maximiliano Caufriez,BEL,DF,Clermont Foot,27.0,1997.0,19,19,1583,17.6,0.0,0.06,0.06,0.0,0.06,0.01,0.01,0.03,0.01,0.03,0.17,0.34,0.62,1.31,3.35
Ivan Cavaleiro,POR,FW,Lille,30.0,1993.0,16,9,769,8.5,0.12,0.12,0.23,0.12,0.23,0.15,0.12,0.27,0.15,0.27,0.0,0.12,8.94,2.12,2.71
Fabien Centonze,FRA,DF,Nantes,28.0,1996.0,3,1,94,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0
Fares Chaïbi,ALG,FW,Toulouse,21.0,2002.0,2,0,58,0.6,0.0,1.55,1.55,0.0,1.55,0.0,0.29,0.29,0.0,0.29,0.0,1.67,20.0,3.33,8.33
Muhammed Cham,AUT,MF,Clermont Foot,23.0,2000.0,31,27,2381,26.5,0.26,0.15,0.42,0.11,0.26,0.31,0.11,0.42,0.16,0.28,0.0,0.11,4.6,2.38,5.43
Brendan Chardonnet,FRA,DF,Brest,29.0,1994.0,30,30,2700,30.0,0.03,0.03,0.07,0.03,0.07,0.05,0.05,0.1,0.05,0.1,0.0,0.13,0.2,0.67,3.13
Jhoanner Chávez,ECU,DF,Lens,22.0,2002.0,8,6,481,5.3,0.0,0.0,0.0,0.0,0.0,0.06,0.08,0.14,0.06,0.14,0.0,0.19,3.58,0.75,2.83
Rayan Cherki,FRA,FW,Lyon,20.0,2003.0,30,17,1554,17.3,0.06,0.29,0.35,0.06,0.35,0.26,0.24,0.5,0.26,0.5,0.0,0.0,9.48,4.74,7.11
Lucas Chevalier,FRA,GK,Lille,22.0,2001.0,31,31,2790,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.03
Pedro Chirivella,ESP,MF,Nantes,26.0,1997.0,30,30,2506,27.8,0.04,0.04,0.07,0.04,0.07,0.05,0.04,0.09,0.05,0.09,0.0,0.14,1.98,0.36,6.83
Joris Chotard,FRA,MF,Montpellier,22.0,2001.0,28,28,2350,26.1,0.0,0.11,0.11,0.0,0.11,0.02,0.07,0.09,0.02,0.09,0.0,0.19,1.34,0.38,3.79
Djaoui Cissé,FRA,MF,Rennes,20.0,2004.0,2,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Ibrahim Cissoko,NED,FW,Toulouse,21.0,2003.0,10,2,231,2.6,0.39,0.39,0.78,0.39,0.78,0.3,0.17,0.47,0.3,0.47,0.0,0.38,14.23,7.69,4.23
Alexis Claude-Maurice,FRA,MF,Nice,25.0,1998.0,17,3,440,4.9,0.0,0.0,0.0,0.0,0.0,0.15,0.06,0.21,0.15,0.21,0.0,0.0,4.49,2.65,3.88
Jonathan Clauss,FRA,DF,Marseille,31.0,1992.0,25,23,1913,21.3,0.14,0.09,0.24,0.14,0.24,0.05,0.18,0.23,0.05,0.23,0.05,0.09,6.81,2.58,6.15
Marcus Coco,FRA,DF,Nantes,27.0,1996.0,25,16,1257,14.0,0.07,0.0,0.07,0.07,0.07,0.04,0.07,0.1,0.04,0.1,0.0,0.14,4.07,1.71,3.71
Maxime Colin,FRA,DF,Metz,32.0,1991.0,19,19,1562,17.4,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,0.0,0.17,1.09,1.21,3.28
Eray Cömert,SUI,DF,Nantes,26.0,1998.0,22,20,1740,19.3,0.1,0.0,0.1,0.1,0.1,0.04,0.01,0.04,0.04,0.04,0.0,0.26,0.16,0.36,2.8
Joaquín Correa,ARG,FW,Marseille,29.0,1994.0,12,6,430,4.8,0.0,0.0,0.0,0.0,0.0,0.13,0.16,0.29,0.13,0.29,0.0,0.42,11.88,1.88,5.21
Oscar Cortés,COL,FW,Lens,20.0,2003.0,4,0,44,0.5,2.05,2.05,4.09,2.05,4.09,0.93,1.41,2.35,0.93,2.35,0.0,0.0,16.0,2.0,4.0
David Pereira da Costa,POR,MF,Lens,23.0,2001.0,22,14,1236,13.7,0.22,0.15,0.36,0.22,0.36,0.15,0.25,0.4,0.15,0.4,0.0,0.15,6.57,3.28,4.23
Logan Costa,CPV,DF,Toulouse,23.0,2001.0,28,26,2380,26.4,0.04,0.04,0.08,0.04,0.08,0.04,0.02,0.07,0.04,0.07,0.0,0.23,0.42,0.64,4.58
Grégoire Coudert,FRA,GK,Brest,25.0,1999.0,3,2,181,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mamadou Coulibaly,FRA,MF,Monaco,20.0,2004.0,3,0,72,0.8,0.0,0.0,0.0,0.0,0.0,0.13,0.07,0.2,0.13,0.2,0.0,0.0,3.75,2.5,5.0
Tanguy Coulibaly,FRA,FW,Montpellier,23.0,2001.0,14,5,475,5.3,0.19,0.0,0.19,0.19,0.19,0.34,0.14,0.48,0.34,0.48,0.0,0.38,6.98,4.34,2.26
Nicolas Cozza,FRA,DF,Nantes,25.0,1999.0,10,8,728,8.1,0.0,0.0,0.0,0.0,0.0,0.07,0.05,0.12,0.07,0.12,0.0,0.25,3.33,0.86,1.48
Trévis Dago,CIV,FW,Lille,19.0,2005.0,4,0,23,0.3,0.0,3.91,3.91,0.0,3.91,0.16,1.63,1.78,0.16,1.78,0.0,3.33,3.33,3.33,0.0
Thijs Dallinga,NED,FW,Toulouse,23.0,2000.0,30,25,2252,25.0,0.48,0.08,0.56,0.44,0.52,0.52,0.04,0.56,0.42,0.46,0.0,0.24,6.0,1.2,1.32
Kevin Danso,AUT,DF,Lens,25.0,1998.0,29,29,2610,29.0,0.03,0.0,0.03,0.03,0.03,0.06,0.01,0.07,0.06,0.07,0.0,0.21,0.1,0.93,4.52
Dante,BRA,DF,Nice,40.0,1983.0,30,30,2663,29.6,0.03,0.03,0.07,0.03,0.07,0.03,0.03,0.06,0.03,0.06,0.03,0.17,0.2,0.37,5.91
Raimane Daou,COM,DF,Marseille,19.0,2004.0,1,0,25,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,0.0,0.0
Mohammed Daramy,DEN,FW,Reims,22.0,2002.0,25,19,1648,18.3,0.22,0.27,0.49,0.16,0.44,0.25,0.13,0.38,0.21,0.34,0.0,0.0,8.85,3.93,3.77
Achraf Dari,MAR,DF,Brest,24.0,1999.0,4,1,121,1.3,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,0.0,0.0,0.0,0.0,6.15
Jonathan David,CAN,FW,Lille,24.0,2000.0,31,27,2359,26.2,0.65,0.11,0.76,0.57,0.69,0.61,0.12,0.73,0.51,0.64,0.0,0.15,7.06,1.76,2.71
Thibault De Smet,BEL,DF,Reims,25.0,1998.0,27,22,1831,20.3,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05,0.05,0.34,3.25,1.13,5.12
Romain Del Castillo,FRA,FW,Brest,28.0,1996.0,31,29,2448,27.2,0.29,0.29,0.59,0.18,0.48,0.19,0.35,0.54,0.11,0.46,0.0,0.15,10.22,3.6,5.51
Thomas Delaine,FRA,DF,Strasbourg,32.0,1992.0,25,22,1889,21.0,0.05,0.05,0.1,0.05,0.1,0.08,0.17,0.25,0.08,0.25,0.0,0.24,6.29,2.67,2.33
Sacha Delaye,FRA,FW,Montpellier,22.0,2002.0,7,0,97,1.1,0.0,0.0,0.0,0.0,0.0,0.27,0.09,0.36,0.27,0.36,0.0,0.91,6.36,1.82,2.73
Karamoko Dembele,SCO,MF,Brest,21.0,2003.0,1,0,16,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,5.0
Ousmane Dembélé,FRA,MF,Paris S-G,26.0,1997.0,25,17,1477,16.4,0.18,0.49,0.67,0.18,0.67,0.27,0.39,0.66,0.27,0.66,0.0,0.0,14.88,9.45,8.05
Jessy Deminguet,FRA,MF,Strasbourg,26.0,1998.0,18,9,690,7.7,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.09,0.03,0.09,0.0,0.13,1.69,0.91,3.12
Rémy Descamps,FRA,GK,Nantes,27.0,1996.0,6,6,540,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0
Mikkel Desler,DEN,DF,Toulouse,29.0,1995.0,21,16,1353,15.0,0.0,0.07,0.07,0.0,0.07,0.07,0.04,0.11,0.06,0.11,0.0,0.13,5.33,1.8,4.6
Arthur Desmas,FRA,GK,Le Havre,30.0,1994.0,30,30,2700,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.03,0.0,0.0,0.0
Lamine Diack,SEN,MF,Nantes,23.0,2000.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Mamadou Diakhon,FRA,FW,Reims,18.0,2005.0,10,1,206,2.3,0.0,0.0,0.0,0.0,0.0,0.01,0.11,0.11,0.01,0.11,0.0,0.0,6.96,4.35,0.43
Bafodé Diakité,FRA,DF,Lille,23.0,2001.0,18,16,1426,15.8,0.19,0.06,0.25,0.19,0.25,0.08,0.05,0.14,0.08,0.14,0.0,0.25,0.7,0.95,5.44
Ibrahim Diakité,GUI,DF,Reims,20.0,2003.0,5,1,109,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.16,0.0,0.16,0.0,0.0,7.5,5.83,5.83
Oumar Diakité,CIV,FW,Reims,20.0,2003.0,25,15,1364,15.2,0.33,0.07,0.4,0.33,0.4,0.45,0.08,0.54,0.4,0.48,0.0,0.2,6.18,1.51,1.64
Habib Diarra,SEN,MF,Strasbourg,20.0,2004.0,29,26,2147,23.9,0.08,0.04,0.13,0.04,0.08,0.14,0.05,0.19,0.1,0.16,0.0,0.13,3.01,2.22,4.1
Moussa Diarra,MLI,DF,Toulouse,23.0,2000.0,20,13,1238,13.8,0.07,0.07,0.15,0.07,0.15,0.03,0.05,0.08,0.03,0.08,0.0,0.29,0.58,1.01,4.28
Krépin Diatta,SEN,DF,Monaco,25.0,1999.0,23,9,969,10.8,0.0,0.09,0.09,0.0,0.09,0.05,0.12,0.17,0.05,0.17,0.0,0.19,7.13,3.43,5.93
Mory Diaw,SEN,GK,Clermont Foot,30.0,1993.0,27,27,2430,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.04
Mahamadou Diawara,FRA,MF,Lyon,19.0,2005.0,10,4,347,3.9,0.0,0.0,0.0,0.0,0.0,0.19,0.03,0.23,0.19,0.23,0.0,0.51,3.59,3.33,4.36
Bamba Dieng,SEN,FW,Lorient,24.0,2000.0,14,5,485,5.4,0.37,0.19,0.56,0.37,0.56,0.35,0.25,0.61,0.35,0.61,0.0,0.37,6.67,0.93,0.74
Guillaume Dietsch,FRA,GK,Metz,23.0,2001.0,1,0,73,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sinaly Diomande,CIV,DF,Lyon,23.0,2001.0,10,10,889,9.9,0.0,0.0,0.0,0.0,0.0,0.1,0.07,0.17,0.1,0.17,0.0,0.2,0.0,0.51,4.34
Edan Diop,FRA,MF,Monaco,19.0,2004.0,9,0,158,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,6.11,2.22,3.33
Sofiane Diop,FRA,FW,Nice,23.0,2000.0,10,6,499,5.5,0.0,0.0,0.0,0.0,0.0,0.22,0.14,0.36,0.22,0.36,0.0,0.0,7.82,3.64,3.09
Andy Diouf,FRA,MF,Lens,20.0,2003.0,25,16,1314,14.6,0.07,0.0,0.07,0.07,0.07,0.1,0.08,0.18,0.1,0.18,0.0,0.14,3.77,4.32,5.48
Yehvann Diouf,FRA,GK,Reims,24.0,1999.0,31,31,2790,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.1
Chaim El Djebali,TUN,MF,Lyon,20.0,2004.0,1,0,12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0
Jeremy Doku,BEL,FW,Rennes,21.0,2002.0,2,1,111,1.2,0.81,0.0,0.81,0.81,0.81,0.48,0.16,0.64,0.48,0.64,0.0,0.0,15.83,9.17,4.17
Gianluigi Donnarumma,ITA,GK,Paris S-G,25.0,1999.0,25,25,2169,24.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.12,0.0,0.0,0.0
Siriné Doucouré,MLI,FW,Lorient,22.0,2002.0,11,5,423,4.7,0.21,0.64,0.85,0.21,0.85,0.2,0.28,0.47,0.2,0.47,0.0,0.43,7.45,2.98,1.06
Désiré Doué,FRA,MF,Rennes,18.0,2005.0,28,14,1390,15.4,0.26,0.26,0.52,0.26,0.52,0.11,0.23,0.34,0.11,0.34,0.0,0.19,9.22,4.29,6.23
Guela Doué,CIV,DF,Rennes,21.0,2002.0,23,13,1211,13.5,0.0,0.15,0.15,0.0,0.15,0.04,0.08,0.12,0.04,0.12,0.07,0.07,6.22,2.96,3.85
Douglas,BRA,MF,Nantes,27.0,1997.0,24,22,1758,19.5,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.12,0.06,0.12,0.0,0.36,0.92,0.62,5.38
Ismaël Doukouré,FRA,MF,Strasbourg,20.0,2003.0,20,17,1476,16.4,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.03,0.01,0.03,0.0,0.24,0.43,0.91,4.33
Kamory Doumbia,MLI,MF,Brest,21.0,2003.0,23,6,772,8.6,0.7,0.47,1.17,0.7,1.17,0.46,0.1,0.56,0.46,0.56,0.0,0.0,3.84,2.33,5.0
Jean-Kevin Duverne,HAI,DF,Nantes,26.0,1997.0,17,14,1255,13.9,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,0.0,0.36,1.58,1.08,4.32
Aron Dønnum,NOR,FW,Toulouse,26.0,1998.0,25,18,1512,16.8,0.0,0.06,0.06,0.0,0.06,0.06,0.12,0.18,0.06,0.18,0.0,0.48,6.73,3.81,3.81
Simon Ebonog,CMR,MF,Le Havre,19.0,2004.0,4,0,20,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Hugo Ekitike,FRA,FW,Paris S-G,21.0,2002.0,1,0,9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,0.0,30.0,0.0,10.0
Simon Elisor,FRA,FW,Metz,24.0,1999.0,14,9,767,8.5,0.12,0.0,0.12,0.12,0.12,0.27,0.11,0.38,0.18,0.29,0.0,0.12,5.06,1.06,1.65
Breel Embolo,SUI,FW,Monaco,27.0,1997.0,3,0,74,0.8,0.0,0.0,0.0,0.0,0.0,0.16,0.07,0.23,0.16,0.23,0.0,0.0,7.5,5.0,5.0
Emanuel Emegha,NED,FW,Strasbourg,21.0,2003.0,25,20,1809,20.1,0.35,0.05,0.4,0.35,0.4,0.44,0.02,0.45,0.44,0.45,0.0,0.15,4.58,1.19,0.45
Maxime Estève,FRA,DF,Montpellier,21.0,2002.0,12,12,995,11.1,0.09,0.09,0.18,0.09,0.18,0.02,0.02,0.04,0.02,0.04,0.0,0.18,0.9,0.72,2.07
Oscar Estupiñan,COL,FW,Metz,27.0,1996.0,6,4,260,2.9,0.0,0.0,0.0,0.0,0.0,0.18,0.01,0.18,0.18,0.18,0.0,0.0,2.76,1.72,0.69
Romain Faivre,FRA,MF,Lorient,25.0,1998.0,17,16,1453,16.1,0.31,0.06,0.37,0.31,0.37,0.17,0.1,0.28,0.17,0.28,0.0,0.06,4.84,4.22,6.34
Khalil Fayad,FRA,FW,Montpellier,19.0,2004.0,20,9,888,9.9,0.2,0.0,0.2,0.2,0.2,0.15,0.05,0.2,0.15,0.2,0.0,0.2,4.55,1.52,2.53
Ichem Ferrah,FRA,FW,Lille,18.0,2005.0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Jordan Ferri,FRA,MF,Montpellier,32.0,1992.0,28,22,1975,21.9,0.05,0.05,0.09,0.05,0.09,0.02,0.09,0.11,0.02,0.11,0.0,0.23,3.01,1.69,7.81
Malick Fofana,BEL,FW,Lyon,19.0,2005.0,14,3,423,4.7,0.43,0.0,0.43,0.43,0.43,0.17,0.09,0.27,0.17,0.27,0.0,0.0,9.57,4.04,1.7
Youssouf Fofana,FRA,MF,Monaco,25.0,1999.0,29,29,2504,27.8,0.11,0.14,0.25,0.11,0.25,0.17,0.1,0.27,0.17,0.27,0.0,0.11,2.84,1.76,8.06
Thomas Foket,BEL,DF,Reims,29.0,1994.0,25,22,1789,19.9,0.0,0.05,0.05,0.0,0.05,0.01,0.04,0.06,0.01,0.06,0.05,0.45,4.22,1.21,3.27
Tiago Fonseca Morais,POR,FW,Lille,20.0,2003.0,3,0,46,0.5,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.7,0.7,0.7,0.0,0.0,4.0,6.0,6.0
Przemysław Frankowski,POL,DF,Lens,29.0,1995.0,27,22,2010,22.3,0.13,0.09,0.22,0.09,0.18,0.13,0.16,0.29,0.06,0.22,0.0,0.18,8.43,2.33,4.66
Jean Frederic N'Guessan,CIV,MF,Metz,21.0,2003.0,6,1,110,1.2,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,0.0,0.0,1.67,0.83,4.17
Angelo Fulgini,FRA,MF,Lens,27.0,1996.0,26,13,1159,12.9,0.0,0.16,0.16,0.0,0.16,0.2,0.17,0.37,0.2,0.37,0.0,0.08,7.6,2.56,5.12
Kévin Gameiro,FRA,FW,Strasbourg,36.0,1987.0,25,15,1286,14.3,0.28,0.07,0.35,0.14,0.21,0.24,0.18,0.42,0.13,0.31,0.0,0.0,5.1,1.82,2.87
Ignatius Ganago,CMR,FW,Nantes,25.0,1999.0,6,2,184,2.0,0.0,0.0,0.0,0.0,0.0,0.21,0.27,0.49,0.21,0.49,0.0,0.0,13.0,3.5,2.5
Ulisses Garcia,SUI,DF,Marseille,28.0,1996.0,11,8,747,8.3,0.0,0.0,0.0,0.0,0.0,0.06,0.08,0.14,0.06,0.14,0.0,0.0,6.02,2.17,5.3
Johan Gastien,FRA,MF,Clermont Foot,36.0,1988.0,25,25,2040,22.7,0.0,0.0,0.0,0.0,0.0,0.01,0.1,0.11,0.01,0.11,0.0,0.31,0.93,0.84,6.83
Yann Gboho,FRA,MF,Toulouse,23.0,2001.0,13,10,927,10.3,0.19,0.19,0.39,0.19,0.39,0.1,0.14,0.24,0.1,0.24,0.0,0.1,7.48,4.37,3.11
Gelabert,ESP,MF,Toulouse,23.0,2000.0,16,10,754,8.4,0.12,0.24,0.36,0.12,0.36,0.09,0.16,0.25,0.09,0.25,0.0,0.12,6.79,1.67,3.93
Denis Genreau,AUS,FW,Toulouse,24.0,1999.0,8,5,430,4.8,0.0,0.0,0.0,0.0,0.0,0.07,0.06,0.13,0.07,0.13,0.0,0.0,5.42,1.25,2.71
Samuel Gigot,FRA,DF,Marseille,30.0,1993.0,20,19,1656,18.4,0.11,0.0,0.11,0.11,0.11,0.1,0.04,0.15,0.1,0.15,0.05,0.38,0.43,0.54,2.77
Aleksandr Golovin,RUS,MF,Monaco,27.0,1996.0,25,25,2147,23.9,0.25,0.25,0.5,0.25,0.5,0.14,0.2,0.34,0.14,0.34,0.04,0.33,6.57,2.09,7.2
Angel Gomes,ENG,MF,Lille,23.0,2000.0,28,26,2321,25.8,0.0,0.23,0.23,0.0,0.23,0.07,0.19,0.27,0.07,0.27,0.0,0.16,2.44,1.67,7.17
Maxime Gonalons,FRA,MF,Clermont Foot,35.0,1989.0,21,17,1296,14.4,0.07,0.0,0.07,0.07,0.07,0.03,0.01,0.04,0.03,0.04,0.0,0.28,0.69,0.56,5.62
Mathieu Gorgelin,FRA,GK,Le Havre,33.0,1990.0,1,1,90,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Amine Gouiri,ALG,FW,Rennes,24.0,2000.0,28,21,1874,20.8,0.29,0.14,0.43,0.29,0.43,0.31,0.07,0.38,0.31,0.38,0.0,0.1,8.22,2.64,3.65
Jonathan Gradit,FRA,DF,Lens,31.0,1992.0,23,23,1842,20.5,0.05,0.0,0.05,0.05,0.05,0.01,0.01,0.02,0.01,0.02,0.05,0.44,0.2,0.88,7.22
Samuel Grandsir,FRA,MF,Le Havre,27.0,1996.0,20,4,562,6.2,0.16,0.0,0.16,0.16,0.16,0.37,0.17,0.54,0.25,0.41,0.32,0.65,10.48,3.23,4.68
Adrian Grbić,AUT,FW,Lorient,27.0,1996.0,1,0,31,0.3,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.27,0.27,0.27,0.0,0.0,13.33,0.0,0.0
Gabriel Gudmundsson,SWE,DF,Lille,25.0,1999.0,22,13,1180,13.1,0.08,0.0,0.08,0.08,0.08,0.08,0.08,0.16,0.08,0.16,0.0,0.15,4.66,2.52,2.75
Axel Gueguin,FRA,DF,Montpellier,19.0,2005.0,3,1,132,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,0.0,0.0,4.0,1.33,2.0
Mattéo Guendouzi,FRA,MF,Marseille,25.0,1999.0,2,0,19,0.2,0.0,0.0,0.0,0.0,0.0,2.59,0.0,2.59,2.59,2.59,0.0,0.0,5.0,10.0,5.0
